Date,Price,Open,High,Low,Volume,Chg%
"Mar 22, 2019","32,155","31,869","32,184","31,748",19.21K,0.98%
"Mar 21, 2019","31,842","31,899","32,064","31,806",9.41K,0.32%
"Mar 20, 2019","31,740","31,961","31,961","31,704",14.38K,-0.77%
"Mar 19, 2019","31,985","31,750","32,017","31,691",14.67K,0.95%
"Mar 18, 2019","31,685","31,800","31,815","31,590",12.27K,-0.53%
"Mar 15, 2019","31,853","31,895","31,960","31,768",13.20K,0.07%
"Mar 14, 2019","31,832","32,274","32,274","31,813",17.21K,-1.22%
"Mar 13, 2019","32,225","32,088","32,330","32,088",13.82K,0.66%
"Mar 12, 2019","32,015","31,906","32,056","31,885",12.06K,0.31%
"Mar 11, 2019","31,915","32,214","32,214","31,897",12.41K,-0.80%
"Mar 08, 2019","32,174","31,980","32,235","31,955",16.62K,0.71%
"Mar 07, 2019","31,946","31,959","31,980","31,800",14.75K,-0.03%
"Mar 06, 2019","31,954","32,136","32,300","31,885",16.71K,-0.19%
"Mar 05, 2019","32,015","33,435","33,440","32,000",0.24K,-1.51%
"Mar 04, 2019","32,505","32,394","32,601","32,315",0.15K,-0.09%
"Mar 01, 2019","32,533","32,857","32,953","31,915",1.56K,-1.12%
"Feb 28, 2019","32,902","33,189","33,260","32,877",8.13K,-0.81%
"Feb 27, 2019","33,171","33,300","33,466","33,138",9.40K,-0.17%
"Feb 26, 2019","33,228","33,225","33,450","33,205",9.01K,0.21%
"Feb 25, 2019","33,159","33,385","33,398","33,130",8.44K,-0.63%
"Feb 22, 2019","33,369","33,302","33,413","33,190",9.55K,0.20%
"Feb 21, 2019","33,302","33,630","33,658","33,265",14.50K,-1.24%
"Feb 20, 2019","33,719","33,800","33,877","33,680",9.09K,-0.10%
"Feb 19, 2019","33,753","33,499","33,797","33,434",11.91K,0.87%
"Feb 18, 2019","33,463","33,333","33,484","33,333",8.88K,0.60%
"Feb 15, 2019","33,263","32,992","33,280","32,992",11.79K,0.89%
"Feb 14, 2019","32,970","32,862","33,000","32,765",11.45K,0.19%
"Feb 13, 2019","32,909","32,727","33,028","32,680",10.85K,0.49%
"Feb 12, 2019","32,747","32,915","32,945","32,721",9.36K,-0.56%
"Feb 11, 2019","32,931","33,060","33,082","32,811",11.15K,-0.59%
"Feb 08, 2019","33,125","33,000","33,142","32,910",9.43K,0.21%
"Feb 07, 2019","33,056","33,169","33,200","32,951",10.60K,-0.50%
"Feb 06, 2019","33,222","33,199","33,378","33,175",7.27K,-0.48%
"Feb 05, 2019","33,381","33,549","33,549","33,250",0.13K,-0.22%
"Feb 04, 2019","33,455","34,247","34,400","33,285",0.42K,0.15%
"Feb 01, 2019","33,405","33,119","33,500","32,997",3.12K,0.92%
"Jan 31, 2019","33,100","32,937","33,245","32,903",10.39K,0.60%
"Jan 30, 2019","32,903","32,900","32,975","32,807",9.82K,0.04%
"Jan 29, 2019","32,891","32,570","32,967","32,530",13.05K,1.09%
"Jan 28, 2019","32,536","32,383","32,570","32,383",10.90K,0.61%
"Jan 25, 2019","32,339","32,057","32,367","32,019",13.03K,1.01%
"Jan 24, 2019","32,016","32,100","32,147","31,986",9.55K,-0.37%
"Jan 23, 2019","32,135","32,105","32,199","32,060",10.91K,-0.06%
"Jan 22, 2019","32,154","32,030","32,189","31,949",12.04K,0.36%
"Jan 21, 2019","32,039","32,052","32,184","31,985",8.90K,-0.16%
"Jan 18, 2019","32,089","32,295","32,305","32,052",12.63K,-0.51%
"Jan 17, 2019","32,253","32,300","32,363","32,190",12.92K,-0.06%
"Jan 16, 2019","32,272","32,148","32,299","32,103",11.36K,0.32%
"Jan 15, 2019","32,169","32,066","32,273","32,064",12.59K,0.12%
"Jan 14, 2019","32,130","32,050","32,194","31,963",13.65K,0.65%
"Jan 11, 2019","31,924","31,907","32,065","31,888",10.56K,0.14%
"Jan 10, 2019","31,878","32,090","32,119","31,855",13.33K,-0.36%
"Jan 09, 2019","31,993","31,685","32,016","31,639",14.63K,0.81%
"Jan 08, 2019","31,736","31,616","31,758","31,572",10.84K,0.27%
"Jan 07, 2019","31,652","31,536","31,748","31,456",12.80K,-0.09%
"Jan 04, 2019","31,679","32,686","32,686","31,460",0.06K,-0.81%
"Jan 03, 2019","31,939","32,000","32,045","31,836",0.17K,0.02%
"Jan 02, 2019","31,934","31,530","32,500","31,510",0.40K,1.19%
"Jan 01, 2019","31,560","31,550","31,651","31,410",0.68K,0.23%
"Dec 31, 2018","31,489","31,452","31,583","31,284",6.60K,-0.05%
"Dec 28, 2018","31,506","31,576","31,629","31,462",6.64K,-0.33%
"Dec 27, 2018","31,611","31,499","31,647","31,426",8.01K,0.47%
"Dec 26, 2018","31,463","31,430","31,643","31,400",10.03K,0.28%
"Dec 24, 2018","31,375","31,300","31,395","31,177",8.57K,0.80%
"Dec 21, 2018","31,126","31,115","31,292","31,075",9.91K,-0.30%
"Dec 20, 2018","31,219","31,027","31,250","30,914",12.97K,0.26%
"Dec 19, 2018","31,139","31,167","31,500","30,967",8.76K,0.21%
"Dec 18, 2018","31,075","31,589","31,650","31,041",10.18K,-1.35%
"Dec 17, 2018","31,501","31,369","31,530","31,291",5.97K,0.20%
"Dec 14, 2018","31,437","31,440","31,514","31,384",6.75K,0.07%
"Dec 13, 2018","31,414","31,550","31,600","31,337",8.43K,-0.67%
"Dec 12, 2018","31,626","31,749","31,749","31,582",7.57K,-0.58%
"Dec 11, 2018","31,812","31,850","31,850","31,618",10.53K,-0.26%
"Dec 10, 2018","31,895","31,459","31,966","31,420",14.09K,1.45%
"Dec 07, 2018","31,440","31,011","31,480","30,941",11.24K,1.40%
"Dec 06, 2018","31,005","31,039","31,196","30,974",10.55K,0.26%
"Dec 05, 2018","30,926","30,830","30,970","30,825",0.04K,-0.12%
"Dec 04, 2018","30,964","30,874","31,085","30,874",0.08K,0.57%
"Dec 03, 2018","30,787","30,322","30,850","30,257",1.60K,1.99%
"Nov 30, 2018","30,186","30,233","30,320","30,155",7.63K,-0.22%
"Nov 29, 2018","30,253","30,399","30,399","30,210",6.69K,-0.67%
"Nov 28, 2018","30,457","30,400","30,593","30,270",8.40K,0.11%
"Nov 27, 2018","30,423","30,585","30,648","30,389",7.86K,-0.49%
"Nov 26, 2018","30,574","30,472","30,672","30,470",7.68K,0.20%
"Nov 23, 2018","30,513","30,551","30,566","30,427",4.66K,-0.33%
"Nov 22, 2018","30,613","30,852","30,899","30,555",9.81K,-0.73%
"Nov 21, 2018","30,839","30,800","30,910","30,750",7.74K,0.03%
"Nov 20, 2018","30,830","30,811","30,994","30,800",8.35K,-0.19%
"Nov 19, 2018","30,888","31,068","31,068","30,785",8.15K,-0.42%
"Nov 16, 2018","31,017","30,856","31,158","30,830",10.10K,0.60%
"Nov 15, 2018","30,831","30,830","30,939","30,753",8.71K,-0.02%
"Nov 14, 2018","30,838","30,700","30,867","30,620",7.55K,0.19%
"Nov 13, 2018","30,778","31,110","31,110","30,756",8.28K,-0.76%
"Nov 12, 2018","31,014","31,106","31,178","30,975",7.77K,-0.03%
"Nov 09, 2018","31,023","31,302","31,383","30,965",10.71K,-1.23%
"Nov 08, 2018","31,408","31,551","31,551","31,234",6.11K,-0.61%
"Nov 07, 2018","31,602","31,660","31,678","31,530",1.80K,-0.17%
"Nov 06, 2018","31,657","31,718","31,869","31,641",9.16K,-0.40%
"Nov 05, 2018","31,783","31,785","31,898","31,630",0.18K,0.14%
"Nov 02, 2018","31,737","31,737","31,999","31,530",0.54K,-0.14%
"Nov 01, 2018","31,783","31,671","31,818","31,619",1.58K,0.48%
"Oct 31, 2018","31,631","31,650","31,780","31,590",5.67K,-0.30%
"Oct 30, 2018","31,725","31,755","31,789","31,651",5.96K,-0.02%
"Oct 29, 2018","31,730","31,847","31,847","31,692",6.67K,-0.11%
"Oct 26, 2018","31,764","31,779","31,993","31,725",13.31K,0.26%
"Oct 25, 2018","31,683","31,800","31,912","31,663",9.54K,-0.13%
"Oct 24, 2018","31,723","31,820","31,844","31,585",9.82K,-0.46%
"Oct 23, 2018","31,871","31,721","32,053","31,721",13.47K,0.45%
"Oct 22, 2018","31,729","31,738","31,749","31,641",6.73K,-0.03%
"Oct 19, 2018","31,737","31,805","31,867","31,703",7.59K,-0.46%
"Oct 18, 2018","31,885","31,670","31,909","31,638",5.54K,0.58%
"Oct 17, 2018","31,702","31,670","31,839","31,635",8.63K,0.00%
"Oct 16, 2018","31,701","31,877","31,957","31,680",10.71K,-0.55%
"Oct 15, 2018","31,877","31,723","32,075","31,723",14.31K,0.65%
"Oct 12, 2018","31,670","31,699","31,720","31,574",10.61K,-0.39%
"Oct 11, 2018","31,793","31,300","31,815","31,250",17.38K,1.75%
"Oct 10, 2018","31,247","31,235","31,265","31,151",6.58K,0.28%
"Oct 09, 2018","31,161","31,200","31,275","31,115",7.31K,0.21%
"Oct 08, 2018","31,096","31,369","31,389","31,083",9.96K,-0.44%
"Oct 05, 2018","31,233","31,101","31,288","30,985",0.07K,0.31%
"Oct 04, 2018","31,136","31,072","31,164","31,015",0.04K,0.36%
"Oct 03, 2018","31,025","30,890","31,168","30,889",0.19K,1.34%
"Oct 01, 2018","30,614","30,399","30,660","30,376",2.22K,0.44%
"Sep 28, 2018","30,479","30,398","30,520","30,264",8.85K,0.41%
"Sep 27, 2018","30,356","30,738","30,738","30,321",10.28K,-0.82%
"Sep 26, 2018","30,608","30,824","30,830","30,587",9.12K,-0.75%
"Sep 25, 2018","30,838","30,821","30,864","30,755",7.69K,-0.08%
"Sep 24, 2018","30,862","30,620","30,899","30,620",10.49K,0.83%
"Sep 21, 2018","30,609","30,731","30,910","30,455",15.51K,-0.05%
"Sep 20, 2018","30,623","30,700","30,700","30,585",3.97K,-0.08%
"Sep 19, 2018","30,649","30,821","30,936","30,634",13.10K,-0.53%
"Sep 18, 2018","30,811","30,710","30,925","30,652",11.96K,0.11%
"Sep 17, 2018","30,778","30,509","30,800","30,509",13.77K,1.07%
"Sep 14, 2018","30,453","30,501","30,648","30,401",11.82K,-0.06%
"Sep 13, 2018","30,470","30,576","30,690","30,450",6.63K,-0.63%
"Sep 12, 2018","30,664","30,682","30,779","30,443",15.88K,-0.22%
"Sep 11, 2018","30,732","30,660","30,744","30,559",11.40K,0.02%
"Sep 10, 2018","30,725","30,549","30,748","30,526",11.42K,0.71%
"Sep 07, 2018","30,509","30,643","30,643","30,405",9.44K,-0.18%
"Sep 06, 2018","30,565","30,366","30,693","30,366",14.80K,0.84%
"Sep 05, 2018","30,310","30,257","30,494","30,250",0.05K,0.29%
"Sep 04, 2018","30,221","30,238","30,300","30,154",0.17K,-0.35%
"Sep 03, 2018","30,327","30,075","30,448","30,062",1.44K,0.70%
"Aug 31, 2018","30,116","30,224","30,298","30,055",5.78K,-0.05%
"Aug 30, 2018","30,131","30,110","30,269","30,082",6.31K,-0.04%
"Aug 29, 2018","30,144","29,977","30,168","29,977",6.08K,0.54%
"Aug 28, 2018","29,981","30,015","30,170","29,951",6.78K,0.03%
"Aug 27, 2018","29,973","29,930","30,045","29,863",6.67K,0.30%
"Aug 24, 2018","29,882","29,550","29,900","29,550",9.03K,1.03%
"Aug 23, 2018","29,576","29,666","29,666","29,490",5.98K,-0.17%
"Aug 22, 2018","29,627","29,450","29,733","29,450",4.61K,0.29%
"Aug 21, 2018","29,542","29,460","29,565","29,436",6.27K,0.36%
"Aug 20, 2018","29,435","29,388","29,459","29,350",5.66K,0.55%
"Aug 17, 2018","29,275","29,291","29,375","29,184",6.00K,0.00%
"Aug 16, 2018","29,275","29,615","29,615","29,222",10.27K,-1.31%
"Aug 14, 2018","29,664","29,665","29,740","29,575",4.99K,0.00%
"Aug 13, 2018","29,665","29,750","29,836","29,644",7.72K,-0.14%
"Aug 10, 2018","29,706","29,625","29,744","29,540",7.31K,0.34%
"Aug 09, 2018","29,605","29,565","29,665","29,529",5.58K,0.21%
"Aug 08, 2018","29,544","29,560","29,630","29,500",6.45K,0.03%
"Aug 07, 2018","29,534","29,604","29,668","29,520",5.98K,-0.10%
"Aug 06, 2018","29,563","29,656","29,656","29,538",4.02K,-0.80%
"Aug 03, 2018","29,800","29,520","29,900","29,425",0.11K,0.95%
"Aug 02, 2018","29,520","29,532","29,638","29,477",0.92K,0.20%
"Aug 01, 2018","29,462","29,591","29,670","29,441",2.14K,-0.59%
"Jul 31, 2018","29,638","29,730","29,740","29,561",6.63K,-0.39%
"Jul 30, 2018","29,755","29,726","29,782","29,700",4.90K,-0.17%
"Jul 27, 2018","29,805","29,960","29,960","29,682",7.53K,-0.10%
"Jul 26, 2018","29,836","29,912","29,952","29,816",5.77K,-0.41%
"Jul 25, 2018","29,959","29,867","30,035","29,835",7.58K,0.16%
"Jul 24, 2018","29,912","29,860","29,978","29,780",7.69K,-0.01%
"Jul 23, 2018","29,914","29,922","30,043","29,862",7.10K,-0.14%
"Jul 20, 2018","29,957","29,788","29,977","29,767",7.07K,0.15%
"Jul 19, 2018","29,913","29,671","29,968","29,624",8.40K,0.38%
"Jul 18, 2018","29,799","29,999","29,999","29,671",7.92K,0.14%
"Jul 17, 2018","29,757","30,102","30,120","29,740",9.28K,-1.15%
"Jul 16, 2018","30,103","30,151","30,248","30,074",5.56K,-0.09%
"Jul 13, 2018","30,131","30,169","30,210","30,035",7.17K,-0.15%
"Jul 12, 2018","30,175","30,315","30,315","30,161",7.75K,-0.56%
"Jul 11, 2018","30,344","30,502","30,545","30,325",6.02K,-0.68%
"Jul 10, 2018","30,551","30,663","30,679","30,436",7.52K,-0.28%
"Jul 09, 2018","30,638","30,613","30,788","30,613",7.26K,0.18%
"Jul 06, 2018","30,582","30,650","30,740","30,570",4.84K,0.13%
"Jul 05, 2018","30,541","30,600","30,640","30,495",0.02K,0.10%
"Jul 04, 2018","30,510","30,463","30,550","30,463",0.04K,0.13%
"Jul 03, 2018","30,469","30,185","30,600","30,100",0.19K,1.05%
"Jul 02, 2018","30,153","30,380","30,412","30,000",2.26K,-0.69%
"Jun 29, 2018","30,363","30,404","30,449","30,288",5.61K,-0.22%
"Jun 28, 2018","30,431","30,588","30,604","30,408",4.32K,-0.57%
"Jun 27, 2018","30,606","30,466","30,631","30,435",6.00K,0.41%
"Jun 26, 2018","30,480","30,512","30,574","30,335",6.41K,-0.20%
"Jun 25, 2018","30,540","30,500","30,648","30,500",4.98K,0.14%
"Jun 22, 2018","30,498","30,410","30,554","30,387",6.81K,0.15%
"Jun 21, 2018","30,451","30,575","30,575","30,367",6.94K,-0.50%
"Jun 20, 2018","30,605","30,680","30,702","30,580",4.93K,-0.32%
"Jun 19, 2018","30,702","30,848","30,899","30,673",7.27K,-0.23%
"Jun 18, 2018","30,773","30,799","30,836","30,721",4.81K,-0.10%
"Jun 15, 2018","30,804","31,180","31,195","30,755",11.17K,-1.09%
"Jun 14, 2018","31,145","30,973","31,178","30,973",8.59K,0.62%
"Jun 13, 2018","30,952","30,936","30,994","30,920",3.91K,0.00%
"Jun 12, 2018","30,952","31,001","31,001","30,873",6.95K,-0.27%
"Jun 11, 2018","31,035","31,070","31,083","30,920",7.52K,-0.13%
"Jun 08, 2018","31,076","31,011","31,196","30,950",8.18K,0.07%
"Jun 07, 2018","31,055","30,820","31,075","30,789",8.21K,0.98%
"Jun 06, 2018","30,755","30,876","30,913","30,720",6.33K,0.18%
"Jun 05, 2018","30,699","30,673","30,935","30,656",0.08K,-0.03%
"Jun 04, 2018","30,708","30,650","30,812","30,580",0.34K,0.46%
"Jun 01, 2018","30,568","30,796","30,839","30,458",2.07K,-1.02%
"May 31, 2018","30,882","31,050","31,120","30,837",6.07K,-0.48%
"May 30, 2018","31,030","31,120","31,123","30,937",9.14K,-0.49%
"May 29, 2018","31,184","31,020","31,320","31,020",12.38K,0.69%
"May 28, 2018","30,971","31,150","31,150","30,885",6.81K,-0.71%
"May 25, 2018","31,194","31,370","31,427","31,172",10.05K,-0.85%
"May 24, 2018","31,461","31,241","31,486","31,235",11.06K,0.88%
"May 23, 2018","31,186","31,121","31,369","31,103",11.98K,0.24%
"May 22, 2018","31,111","31,025","31,173","31,005",7.33K,-0.01%
"May 21, 2018","31,114","31,035","31,139","30,925",8.03K,0.07%
"May 18, 2018","31,093","30,971","31,115","30,950",7.38K,0.35%
"May 17, 2018","30,986","31,001","31,001","30,852",8.54K,-0.07%
"May 16, 2018","31,007","31,171","31,171","30,941",10.73K,-0.57%
"May 15, 2018","31,186","31,425","31,499","31,172",14.51K,-0.98%
"May 14, 2018","31,496","31,450","31,544","31,380",7.90K,-0.01%
"May 11, 2018","31,500","31,340","31,545","31,340",8.84K,0.47%
"May 10, 2018","31,352","31,338","31,470","31,231",10.73K,0.16%
"May 09, 2018","31,303","31,219","31,364","31,156",9.93K,0.33%
"May 08, 2018","31,200","31,220","31,238","31,075",8.69K,-0.15%
"May 07, 2018","31,247","31,125","31,300","31,125",6.16K,0.58%
"May 04, 2018","31,068","30,907","31,154","30,907",0.13K,0.21%
"May 03, 2018","31,003","30,925","31,146","30,861",0.21K,0.25%
"May 02, 2018","30,926","31,020","31,350","30,860",0.50K,0.17%
"May 01, 2018","30,874","30,855","30,917","30,735",0.86K,-0.24%
"Apr 30, 2018","30,947","31,090","31,090","30,892",6.38K,-0.58%
"Apr 27, 2018","31,129","31,101","31,189","31,047",6.10K,-0.09%
"Apr 26, 2018","31,158","31,251","31,276","31,112",6.27K,-0.46%
"Apr 25, 2018","31,301","31,298","31,324","31,215",6.17K,0.12%
"Apr 24, 2018","31,262","31,160","31,280","31,068",6.35K,0.31%
"Apr 23, 2018","31,164","31,300","31,300","31,110",6.67K,-0.48%
"Apr 20, 2018","31,314","31,405","31,440","31,285",6.02K,-0.52%
"Apr 19, 2018","31,479","31,449","31,517","31,305",8.78K,0.22%
"Apr 18, 2018","31,410","31,243","31,483","31,177",9.90K,0.49%
"Apr 17, 2018","31,257","31,139","31,280","31,089",9.19K,0.29%
"Apr 16, 2018","31,167","31,055","31,227","31,050",8.09K,0.52%
"Apr 13, 2018","31,005","30,922","31,075","30,770",9.89K,0.35%
"Apr 12, 2018","30,897","31,176","31,217","30,857",13.21K,-1.11%
"Apr 11, 2018","31,244","30,820","31,422","30,820",18.12K,1.45%
"Apr 10, 2018","30,798","30,613","30,819","30,585",8.76K,0.40%
"Apr 09, 2018","30,675","30,600","30,693","30,556",7.60K,0.23%
"Apr 06, 2018","30,605","30,571","30,650","30,413",13.42K,0.33%
"Apr 05, 2018","30,505","31,500","31,500","30,450",0.06K,-1.23%
"Apr 04, 2018","30,886","30,660","30,972","30,600",0.07K,0.85%
"Apr 03, 2018","30,625","30,893","30,893","30,552",0.33K,-1.09%
"Apr 02, 2018","30,961","30,580","31,080","30,510",1.38K,1.76%
"Mar 29, 2018","30,426","30,482","30,578","30,403",3.20K,-0.30%
"Mar 28, 2018","30,518","30,732","30,750","30,490",8.56K,-0.65%
"Mar 27, 2018","30,717","30,871","30,888","30,685",9.46K,-0.56%
"Mar 26, 2018","30,889","30,840","30,915","30,771",7.33K,-0.04%
"Mar 23, 2018","30,901","30,550","30,947","30,550",13.64K,1.29%
"Mar 22, 2018","30,506","30,522","30,615","30,472",11.33K,0.14%
"Mar 21, 2018","30,464","30,310","30,539","30,284",11.32K,0.59%
"Mar 20, 2018","30,284","30,393","30,393","30,220",9.13K,-0.49%
"Mar 19, 2018","30,432","30,222","30,453","30,129",11.62K,0.60%
"Mar 16, 2018","30,251","30,275","30,364","30,184",10.02K,-0.21%
"Mar 15, 2018","30,314","30,456","30,474","30,288",8.33K,-0.33%
"Mar 14, 2018","30,413","30,399","30,545","30,364",9.56K,0.09%
"Mar 13, 2018","30,387","30,350","30,409","30,222",10.98K,0.15%
"Mar 12, 2018","30,340","30,380","30,432","30,284",7.37K,-0.22%
"Mar 09, 2018","30,408","30,413","30,474","30,290",10.96K,-0.09%
"Mar 08, 2018","30,436","30,491","30,533","30,390",7.75K,-0.08%
"Mar 07, 2018","30,461","30,620","30,639","30,404",10.10K,-0.35%
"Mar 06, 2018","30,568","30,400","30,669","30,365",10.81K,0.46%
"Mar 05, 2018","30,429","30,400","30,535","30,310",0.18K,-0.14%
"Mar 02, 2018","30,473","30,445","30,575","30,400",0.15K,0.97%
"Mar 01, 2018","30,181","30,307","30,372","30,111",1.47K,-0.80%
"Feb 28, 2018","30,423","30,319","30,475","30,277",5.12K,0.39%
"Feb 27, 2018","30,306","30,518","30,597","30,270",7.86K,-0.69%
"Feb 26, 2018","30,518","30,520","30,620","30,492",5.84K,0.09%
"Feb 23, 2018","30,492","30,497","30,508","30,426",5.14K,-0.24%
"Feb 22, 2018","30,564","30,450","30,580","30,380",6.53K,0.34%
"Feb 21, 2018","30,459","30,500","30,516","30,371",7.08K,-0.21%
"Feb 20, 2018","30,524","30,668","30,737","30,505",9.25K,-0.62%
"Feb 19, 2018","30,715","30,717","30,777","30,678",4.03K,-0.23%
"Feb 16, 2018","30,785","30,600","30,811","30,600",8.67K,0.77%
"Feb 15, 2018","30,549","30,612","30,644","30,501",7.63K,-0.18%
"Feb 14, 2018","30,605","30,220","30,693","30,066",12.87K,1.36%
"Feb 13, 2018","30,195","30,170","30,221","30,091",3.53K,0.21%
"Feb 12, 2018","30,133","30,102","30,175","30,017",6.40K,0.45%
"Feb 09, 2018","29,999","30,060","30,110","29,889",9.20K,-0.35%
"Feb 08, 2018","30,103","29,905","30,147","29,783",11.10K,0.42%
"Feb 07, 2018","29,976","30,219","30,259","29,950",8.73K,-0.68%
"Feb 06, 2018","30,182","30,320","30,650","30,160",12.07K,-0.34%
"Feb 05, 2018","30,286","30,385","30,498","30,008",0.19K,-0.37%
"Feb 02, 2018","30,399","30,780","30,817","30,200",0.66K,-0.37%
"Feb 01, 2018","30,512","30,125","30,550","30,050",1.81K,1.49%
"Jan 31, 2018","30,064","30,085","30,172","29,976",5.48K,0.04%
"Jan 30, 2018","30,052","30,000","30,197","29,960",6.81K,-0.07%
"Jan 29, 2018","30,074","30,285","30,285","30,004",8.63K,-0.96%
"Jan 25, 2018","30,367","30,310","30,476","30,185",9.88K,0.41%
"Jan 24, 2018","30,244","29,907","30,290","29,879",11.08K,1.23%
"Jan 23, 2018","29,876","29,836","29,924","29,752",7.02K,0.23%
"Jan 22, 2018","29,806","29,701","29,825","29,701",5.52K,0.21%
"Jan 19, 2018","29,743","29,615","29,775","29,600",5.95K,0.33%
"Jan 18, 2018","29,644","29,702","29,702","29,501",9.53K,-0.39%
"Jan 17, 2018","29,761","29,876","29,884","29,705",6.83K,-0.23%
"Jan 16, 2018","29,830","29,780","29,860","29,754",8.69K,0.23%
"Jan 15, 2018","29,763","29,590","29,785","29,590",6.00K,0.71%
"Jan 12, 2018","29,553","29,425","29,590","29,425",9.23K,0.51%
"Jan 11, 2018","29,404","29,338","29,420","29,315",5.81K,0.21%
"Jan 10, 2018","29,343","29,155","29,444","29,123",10.83K,0.58%
"Jan 09, 2018","29,173","29,265","29,278","29,153",5.42K,-0.33%
"Jan 08, 2018","29,270","29,235","29,290","29,176",5.90K,-0.66%
"Jan 05, 2018","29,465","29,500","29,550","29,440",0.19K,-0.02%
"Jan 04, 2018","29,472","29,365","29,475","29,276",0.20K,-0.03%
"Jan 03, 2018","29,481","29,385","29,492","29,385",0.19K,0.30%
"Jan 02, 2018","29,392","29,332","29,463","29,332",1.70K,0.23%
"Jan 01, 2018","29,324","29,332","29,385","29,275",1.58K,-0.16%
"Dec 29, 2017","29,372","29,202","29,400","29,134",6.93K,0.69%
"Dec 28, 2017","29,171","29,150","29,220","29,099",5.06K,0.27%
"Dec 27, 2017","29,092","28,890","29,110","28,888",5.16K,0.58%
"Dec 26, 2017","28,924","28,796","28,933","28,778",4.33K,0.58%
"Dec 22, 2017","28,757","28,560","28,790","28,560",6.08K,0.56%
"Dec 21, 2017","28,596","28,645","28,665","28,542",5.63K,-0.07%
"Dec 20, 2017","28,617","28,618","28,658","28,557",6.07K,0.22%
"Dec 19, 2017","28,555","28,656","28,680","28,535",5.95K,-0.38%
"Dec 18, 2017","28,663","28,492","28,683","28,470",6.17K,0.78%
"Dec 15, 2017","28,441","28,474","28,559","28,395",5.54K,-0.21%
"Dec 14, 2017","28,500","28,434","28,589","28,421",6.63K,0.43%
"Dec 13, 2017","28,377","28,350","28,445","28,320",4.66K,0.21%
"Dec 12, 2017","28,318","28,432","28,475","28,271",7.58K,-0.39%
"Dec 11, 2017","28,429","28,550","28,573","28,412",5.92K,-0.56%
